model_type,model_name,batch_size,compile_time,compile_mode,baseline_time,baseline_std,compiled_time,compiled_std,speedup,baseline_throughput,compiled_throughput,description,guard_check_time,guard_check_std,recompile_time,recompile_count,guard_failure_rate
vision,convnext_base,1,13.371801728149876,default,0.008759813378565013,3.983715149281969e-05,0.005412503792904318,0.0013951595767962657,1.6184401367161996,114.15768313591799,184.7573763016997,ConvNeXt Base - CNN with attention-like mechanisms,0.00509552521398291,0.00020785663500952613,19.801222619134933,1,1.0
vision,convnext_base,4,11.632448118878528,default,0.012793024629354477,1.1002083677569113e-05,0.011286041708663106,3.4281003229195265e-05,1.1335262583279857,312.67038998906673,354.4200972542589,ConvNeXt Base - CNN with attention-like mechanisms,0.01127914790995419,2.4965431444178455e-05,2.2969409481156617,2,1.0
vision,convnext_base,8,11.545754639897496,default,0.022013252484612167,9.656619676885518e-06,0.020188752161338926,3.184569082913165e-05,1.0903721195194582,363.41744617667047,396.2602510580048,ConvNeXt Base - CNN with attention-like mechanisms,0.020186305313836785,3.0283773281789436e-05,2.3121732709696516,2,1.0
vision,convnext_base,16,11.53767025587149,default,0.04134233561344445,3.91082146062001e-05,0.03714735872577876,3.708228830957591e-05,1.112927998963074,387.01248399707805,430.7170293885968,ConvNeXt Base - CNN with attention-like mechanisms,0.03715806362451986,5.470023063564884e-05,1.8403355381451547,2,1.0
vision,convnext_base,32,11.66333889705129,default,0.07864510728046298,4.736687865537448e-05,0.07215119567234068,4.022761319138093e-05,1.090004213341287,406.8911736095939,443.51309360583843,ConvNeXt Base - CNN with attention-like mechanisms,0.07216002522036433,3.5345991405280415e-05,3.7816886028740555,1,1.0
vision,beit_base,1,8.031288759084418,default,0.0060486930655315515,4.063452304402558e-05,0.004360451907850802,2.2631289097756406e-05,1.3871711449542983,165.32497006642564,229.33402801657874,BEiT Base - BERT pre-training of image transformers,0.004372195759788156,1.601218367332867e-05,12.863901245873421,1,1.0
vision,beit_base,4,8.190940223867074,default,0.012979139741510153,4.168151091830057e-05,0.011931733945384621,2.2335010116909808e-05,1.0877832007418071,308.186835157273,335.24046197386605,BEiT Base - BERT pre-training of image transformers,0.011952382314484566,6.182503052243195e-05,1.2252472969703376,2,1.0
vision,beit_base,8,8.636481953086331,default,0.02166270522400737,1.635704488565059e-05,0.02148572762031108,2.3241839576181865e-05,1.0082369844216488,369.29829018464966,372.3401944478421,BEiT Base - BERT pre-training of image transformers,0.021484264673199506,2.4507306622281254e-05,1.241008588578552,2,1.0
vision,beit_base,16,8.64176862500608,default,0.04062190584372729,1.3760980001525311e-05,0.035617613275535406,3.167774317988489e-05,1.1405005026439874,393.87615296909246,449.21595044073,BEiT Base - BERT pre-training of image transformers,0.035617838252801445,2.2585550781578184e-05,1.2694452550495043,2,1.0
vision,beit_base,32,8.665193570079282,default,0.07430073189549148,5.218324191722121e-05,0.06756545233540237,3.987236934350515e-05,1.0996852581797933,430.68216400627057,473.61482671866776,BEiT Base - BERT pre-training of image transformers,0.06756513791624456,3.242595027346213e-05,2.491611594101414,1,1.0
vision,regnet_y,1,7.8829062359873205,default,0.00521419842261821,0.00024463294486945443,0.0024908399814739823,3.146489616836846e-05,2.093349416823095,191.78403254893186,401.470992692288,RegNetY - CNN with SE (Squeeze-and-Excitation) blocks,0.002504670200869441,2.7597315372531313e-05,10.245850887848064,1,1.0
vision,regnet_y,4,7.5522720569279045,default,0.005693532153964042,0.0003003358142462645,0.0024372372729703786,2.9496277531461693e-05,2.336059856423031,702.5515781473291,1641.2025387766234,RegNetY - CNN with SE (Squeeze-and-Excitation) blocks,0.002433880802709609,2.5912110433838745e-05,1.3922748350305483,2,1.0
vision,regnet_y,8,7.706354195950553,default,0.006154486234299839,5.313636215055901e-05,0.0025132182985544206,4.889735026560197e-05,2.4488466592177214,1299.8647970670318,3183.169565732322,RegNetY - CNN with SE (Squeeze-and-Excitation) blocks,0.002487213525455445,2.9921878008367024e-05,1.4017047600355,2,1.0
vision,regnet_y,16,7.81102030701004,default,0.00656928030308336,7.663004489430751e-05,0.0028274714248254897,7.916442539395642e-05,2.32337637275638,2435.5788247443534,5658.766295396783,RegNetY - CNN with SE (Squeeze-and-Excitation) blocks,0.0028068785555660724,3.888794947163635e-05,1.4076158050447702,2,1.0
vision,regnet_y,32,7.932461130898446,default,0.012436412423849106,3.85226997750869e-05,0.003061955268494785,1.2193908443679853e-05,4.061591804364495,2573.0893210516338,10450.83849828112,RegNetY - CNN with SE (Squeeze-and-Excitation) blocks,0.0030601800768636166,8.753967280822304e-06,2.7660563038662076,1,1.0
nlp,bert_base,1,7.631899391999468,default,0.009052606825716793,0.0002907277200962716,0.008121262355707586,2.6905481413000617e-05,1.114679766422601,110.4654183322293,123.13356670434426,BERT Base - Bidirectional transformer encoder,0.008228689490351826,0.000272843136586388,12.786761007038876,1,0.5
nlp,bert_base,4,7.59370200894773,default,0.029233713173307477,8.274364419863593e-05,0.026275020767934622,3.0314213699865547e-05,1.112604759916444,136.8283247593841,152.23584541868374,BERT Base - Bidirectional transformer encoder,0.02630671198712662,5.113510455522339e-05,13.502859428990632,1,0.5
nlp,bert_base,8,7.608799660811201,default,0.05316879515070468,6.104599145987773e-05,0.048381397142075004,4.8182377172445525e-05,1.0989512145457723,150.46419572466033,165.35281063726825,BERT Base - Bidirectional transformer encoder,0.0484166725887917,7.24766969862922e-05,13.171007758937776,1,0.5
nlp,bert_base,16,7.635918750893325,default,0.09649970984086394,3.8038991348817e-05,0.09218901103362441,0.00011881320314401424,1.046759356228122,165.8036073516214,173.55647729168356,BERT Base - Bidirectional transformer encoder,0.09221361386589706,9.521655191218894e-05,13.19321657391265,1,0.5
nlp,bert_base,32,8.0938849770464,default,0.19046656256075947,5.964841344809459e-05,0.19600487853400408,0.000144851277815938,0.9717439891564547,168.00849225066418,163.2612424718217,BERT Base - Bidirectional transformer encoder,0.1959404063061811,4.837564669878597e-05,13.062667462043464,1,0.5
nlp,gpt2,1,7.84513066499494,default,0.009171597585082054,0.0015188337941773424,0.007529146065935493,2.731136407428244e-05,1.2181457903410309,109.03225863578416,132.81718686855498,GPT-2 - Autoregressive transformer decoder,0.007530216441955418,2.9929374219397448e-05,7.121785352355801,2,1.0
nlp,gpt2,4,7.992097187787294,default,0.02791766938287765,3.235980309831117e-05,0.026099922670982777,5.5401165581273126e-05,1.0696456742347284,143.2784357870956,153.25715905078513,GPT-2 - Autoregressive transformer decoder,0.02605936360778287,3.6566263490321056e-05,7.929660231922753,2,1.0
nlp,gpt2,8,8.103725428925827,default,0.052937909010797736,2.9528320726460475e-05,0.04855499575380236,5.1399854926019464e-05,1.090266988781523,151.12043806581482,164.76162495336058,GPT-2 - Autoregressive transformer decoder,0.04855238526361063,3.476407706084791e-05,7.39268650743179,2,1.0
nlp,gpt2,16,8.175756668904796,default,0.1033601587312296,5.624838488559527e-05,0.09079517349600792,5.296234441474281e-05,1.1383882507342105,154.79852388390057,176.22082082043147,GPT-2 - Autoregressive transformer decoder,0.0907865540473722,7.732952540659207e-05,7.531037293490954,2,1.0
nlp,gpt2,32,8.393739333143458,default,0.20397776336874812,5.2842860528224036e-05,0.19183402198832483,7.533746354383618e-05,1.0633033768179159,156.87984548664184,166.81086946061916,GPT-2 - Autoregressive transformer decoder,0.19178153629181907,7.300078294052947e-05,7.544208377948962,2,1.0
nlp,distilbert,1,4.538080451078713,default,0.004674503207206726,2.2025892030832487e-05,0.004100258140824735,3.4656446038117406e-05,1.140050954515387,213.92647639182076,243.88708360660866,DistilBERT - Distilled version of BERT,0.004110777657479048,2.224708960971428e-05,6.93831712892279,1,0.5
nlp,distilbert,4,4.892503888811916,default,0.014765611616894603,5.1810343887742765e-05,0.01320586759597063,5.1471401464161694e-05,1.1181099242127706,270.89971643458756,302.89566141193774,DistilBERT - Distilled version of BERT,0.013190727820619941,1.234732646477465e-05,8.124154482968152,1,0.5
nlp,distilbert,8,4.800630187150091,default,0.026740109538659452,4.315349951864125e-05,0.02417416171170771,2.6130469994487233e-05,1.1061442319097683,299.17603697299813,330.93184762330543,DistilBERT - Distilled version of BERT,0.02418994209729135,5.6340839983203374e-05,6.667354949982837,1,0.5
nlp,distilbert,16,4.835308759007603,default,0.04846661021001637,4.1708362080771e-05,0.04605307769495994,3.3263465966886505e-05,1.0524076269352258,330.12418097053865,347.4252058891396,DistilBERT - Distilled version of BERT,0.046043901366647336,2.5765230583668368e-05,7.64868762018159,1,0.5
nlp,distilbert,32,4.947324936045334,default,0.09576479281298816,5.650551829108051e-05,0.09828521944116801,5.9723543562292525e-05,0.9743559953112936,334.1520308250485,325.58303457983016,DistilBERT - Distilled version of BERT,0.09827327637467534,3.3295553168982766e-05,6.660385219147429,1,0.5
nlp,albert,1,7.277447245083749,default,0.028481879201717675,3.4675145083965006e-05,0.024446958974003792,4.711522387256397e-05,1.1650479404004606,35.11004287735664,40.90488314163622,ALBERT - A Lite BERT with parameter sharing,0.0244413367821835,2.5460356194882953e-05,12.476153419120237,1,0.5
nlp,albert,4,7.2789583939593285,default,0.0991320447390899,8.645231766213026e-05,0.0764676619367674,3.5730545145888777e-05,1.2963917325086272,40.35022187354029,52.309694041746404,ALBERT - A Lite BERT with parameter sharing,0.07645707917399705,4.014127649412349e-05,13.8523680169601,1,0.5
nlp,albert,8,7.352420400129631,default,0.19347142570652068,5.434879739199575e-05,0.14834312884602696,5.795110059721917e-05,1.3042156196350336,41.34977540370899,53.929022949917794,ALBERT - A Lite BERT with parameter sharing,0.14827974995132537,3.5124809927883026e-05,13.544220344163477,1,0.5
nlp,albert,16,7.499449145980179,default,0.37899334558285774,0.0001145930916546567,0.2850663460185751,8.83621715843742e-05,1.3294917161430282,42.217100079668775,56.12728483550082,ALBERT - A Lite BERT with parameter sharing,0.28509445493109525,3.85304970451886e-05,13.577891879947856,1,0.5
nlp,albert,32,7.942526915110648,default,0.7543816143414006,8.484001240577386e-05,0.6607254039915279,0.0001046262696436683,1.1417475547089357,42.41884928218595,48.4316174415027,ALBERT - A Lite BERT with parameter sharing,0.660719737072941,0.00015329509409931375,13.655879897996783,1,0.5
nlp,t5_small,1,6.629119460936636,default,0.004766110847704112,7.395685136399415e-05,0.0026537409611046316,1.165133194841864e-05,1.7959970161217986,209.81467530947396,376.8265307943792,T5 Small - Text-to-Text Transfer Transformer,0.002668331435415894,1.7373090648230304e-05,4.6889688490191475,2,1.0
nlp,t5_small,4,6.874352802056819,default,0.00866740250494331,3.6845539973924065e-05,0.007594164987094701,4.91771072808844e-05,1.141323966449562,461.4992782115133,526.7201867219743,T5 Small - Text-to-Text Transfer Transformer,0.007594659272581339,2.4812118237883747e-05,6.269241475383751,2,1.0
nlp,t5_small,8,7.388711688108742,default,0.016214556363411247,4.358128713325906e-05,0.014706705268472432,2.3553509253360872e-05,1.1025281371600801,493.3838349134423,543.9695604120141,T5 Small - Text-to-Text Transfer Transformer,0.014711597061250359,2.4572166933816882e-05,5.1337103199912235,2,1.0
nlp,t5_small,16,7.590292168082669,default,0.030207124426960944,6.13795439410066e-05,0.02771956704556942,2.447007626261338e-05,1.0897401239096598,529.6763695163061,577.2095925487181,T5 Small - Text-to-Text Transfer Transformer,0.027730394841637463,3.347406066906676e-05,5.469991733902134,2,1.0
nlp,t5_small,32,7.847772048087791,default,0.05877416290342808,9.348240806694281e-05,0.053983050785027444,8.282642007503416e-05,1.088752155514143,544.4569249345031,592.7786506070422,T5 Small - Text-to-Text Transfer Transformer,0.05407123344484717,0.0002669314871156584,5.3945143120363355,2,1.0
speech,wav2vec2,1,9.253338861977682,default,0.007109458022750914,0.00025183392780228934,0.007613010331988334,0.0013434550418838925,0.9338563475841356,140.6576980692352,131.35408417852813,Wav2Vec2 - Transformer-based speech representation,0.006349927245173604,0.0004049522611319995,10.067649048403837,2,1.0
speech,wav2vec2,4,9.404250687919557,default,0.007373754316940904,0.001110805852559859,0.007482648501172662,0.0003285635734308085,0.9854471068346063,542.4645069622351,534.5700789463958,Wav2Vec2 - Transformer-based speech representation,0.006415024085436016,0.0003764751670268554,11.702092385967262,2,1.0
speech,wav2vec2,8,9.2413783329539,default,0.00988875278737396,0.0004954476069658365,0.008295741304755211,0.0002645286977558131,1.1920276228606137,808.9998983708507,964.3502257494831,Wav2Vec2 - Transformer-based speech representation,0.008273191773332656,4.441944685255167e-05,10.706363931065425,2,1.0
speech,wav2vec2,16,9.238799337064847,default,0.014767197207547725,3.371620167162045e-05,0.013420702745206655,0.00012853493355036337,1.1003296539610778,1083.4825170359459,1192.18794304304,Wav2Vec2 - Transformer-based speech representation,0.013419843558222056,4.284441605657796e-05,10.750040244543925,2,1.0
speech,wav2vec2,32,9.277454869123176,default,0.025359922889620065,4.7741938910614664e-05,0.023757809838280082,0.00018682544787447826,1.0674352165559704,1261.8334897657653,1346.9255044056956,Wav2Vec2 - Transformer-based speech representation,0.023781908478122206,2.4344901726190074e-05,10.795897216536105,2,1.0
speech,hubert,1,8.445051131071523,default,0.006901031360030174,5.774253281601129e-05,0.00726699604652822,0.00014264882438769702,0.949640169864564,144.90587679283166,137.60844145191825,HuBERT - Hidden-Unit BERT for speech,0.0061831678613089025,0.00012807715991303384,8.95150765508879,2,1.0
speech,hubert,4,8.76707796100527,default,0.007037169099785388,0.00024369307736135098,0.00743716049939394,0.00033096323147144686,0.9462171887185777,568.4103853809606,537.8396768936159,HuBERT - Hidden-Unit BERT for speech,0.006230458279605955,0.00011095692020674114,10.605516065494157,2,1.0
speech,hubert,8,8.740166330942884,default,0.009814942637458444,5.229253465082968e-05,0.008436610377393662,0.0011500820152852407,1.16337512323173,815.0837244293443,948.2481283521658,HuBERT - Hidden-Unit BERT for speech,0.008242571167647839,7.885012110368225e-05,10.338625962962396,2,1.0
speech,hubert,16,8.818182375980541,default,0.014784432975575327,2.2243003000313824e-05,0.013388792928308248,0.00010093364352924286,1.104239422832229,1082.219387543158,1195.029311878505,HuBERT - Hidden-Unit BERT for speech,0.01367971757426858,0.0011020028845579075,10.41614429350011,2,1.0
speech,hubert,32,8.803735333960503,default,0.025366335357539356,3.414211014834214e-05,0.023700787471607327,0.00018932090907133417,1.0702739471389842,1261.5145053063013,1350.166108967258,HuBERT - Hidden-Unit BERT for speech,0.023701309994794428,3.657202090208627e-05,10.419536760426126,2,1.0
multimodal,clip,1,16.570292475167662,default,0.012859251606278122,6.385314223896114e-05,0.006734052440151572,0.00010167948654577895,1.90958590248054,77.76502323912705,148.4989920835086,CLIP - Contrastive Language-Image Pre-training,0.006809605029411614,7.218348738357885e-05,0.0,0,0.0
multimodal,clip,4,15.598475806880742,default,0.012484922814182937,9.662702885756131e-05,0.007548568183556199,2.339106683510591e-05,1.6539458226501937,320.38644207363296,529.9018175014435,CLIP - Contrastive Language-Image Pre-training,0.007708309206645936,0.00040540601940050955,0.0,0,0.0
multimodal,clip,8,16.27165169082582,default,0.013967663715593517,3.325250407818085e-05,0.01174105475191027,5.523749928681266e-05,1.1896430099962678,572.7514753286042,681.3697890897239,CLIP - Contrastive Language-Image Pre-training,0.011760032793972641,2.6828257499642636e-05,0.0,0,0.0
multimodal,clip,16,16.22018045699224,default,0.021729155718348922,0.000597934381432265,0.0196654934855178,5.232549378575998e-05,1.1049382378505201,736.337859021784,813.6078564101548,CLIP - Contrastive Language-Image Pre-training,0.019675812579225748,1.9825615287821202e-05,0.0,0,0.0
multimodal,clip,32,16.277983753941953,default,0.0396664206776768,0.0005852850076504839,0.03500985770020634,8.438540195517383e-05,1.1330071952118506,806.7276919192445,914.0282795211532,CLIP - Contrastive Language-Image Pre-training,0.035016301856376233,2.3928654728480977e-05,0.0,0,0.0
